   15.0000000000 15.0000000000 10.0000000000
   18.4641016148 12.9999999994 10.0000000000
   18.4641016148 12.9999999994 14.0000000000
   15.0000000000 15.0000000000 14.0000000000

   15.0000000000 15.0000000000 10.0000000000
   18.4640508079 16.9999119981 10.0000000000
   18.4640508079 16.9999119981 14.0000000000
   15.0000000000 15.0000000000 14.0000000000

   15.0000000000 15.0000000000 10.0000000000
   14.9999491931 18.9999119987 10.0000000000
   14.9999491931 18.9999119987 14.0000000000
   15.0000000000 15.0000000000 14.0000000000

   15.0000000000 15.0000000000 10.0000000000
   11.5358983852 17.0000000006 10.0000000000
   11.5358983852 17.0000000006 14.0000000000
   15.0000000000 15.0000000000 14.0000000000

   15.0000000000 15.0000000000 10.0000000000
   11.5359491921 13.0000880019 10.0000000000
   11.5359491921 13.0000880019 14.0000000000
   15.0000000000 15.0000000000 14.0000000000

   15.0000000000 15.0000000000 10.0000000000
   15.0000508069 11.0000880013 10.0000000000
   15.0000508069 11.0000880013 14.0000000000
   15.0000000000 15.0000000000 14.0000000000

   15.0000000000 15.0000000000 10.0000000000
   18.4641016148 12.9999999994 10.0000000000
   18.4641016148 12.9999999994 14.0000000000
   15.0000000000 15.0000000000 14.0000000000

